Counter[flat='100', number='21967497', date=null, t1=0.000, t2=0.000, t3=0.000, total=0.000]
Counter[flat='4', number='21967572', date=null, t1=80.336, t2=84.700, t3=113.812, total=278.848]
Counter[flat='74', number='21968454', date=null, t1=95.826, t2=94.560, t3=133.713, total=324.099]
Counter[flat='72', number='21967501', date=null, t1=104.031, t2=94.069, t3=136.732, total=334.832]
Counter[flat='133', number='21967899', date=null, t1=104.389, t2=90.209, t3=147.024, total=341.622]
Counter[flat='97', number='21967959', date=null, t1=101.331, t2=114.415, t3=152.893, total=368.639]
Counter[flat='55', number='21967879', date=null, t1=115.461, t2=88.676, t3=179.410, total=383.547]
Counter[flat='127', number='21967896', date=null, t1=122.006, t2=112.813, t3=186.301, total=421.120]
Counter[flat='13', number='21967904', date=null, t1=150.574, t2=145.268, t3=167.277, total=463.119]
Counter[flat='49', number='21666570', date=null, t1=157.487, t2=128.263, t3=184.235, total=469.985]
Counter[flat='25', number='21667083', date=null, t1=189.239, t2=113.119, t3=234.465, total=536.823]
Counter[flat='85', number='21967450', date=null, t1=175.394, t2=153.916, t3=272.486, total=601.796]
Counter[flat='1', number='21666896', date=null, t1=218.048, t2=144.588, t3=302.099, total=664.735]
Counter[flat='31', number='21712977', date=null, t1=193.926, t2=216.727, t3=277.532, total=688.185]
Counter[flat='39', number='21666569', date=null, t1=200.000, t2=30.000, t3=507.654, total=737.654]
